Faktura-ID,Leverandør-ID,Fakturabeløp (NOK),Fakturadato,Forfallsdato,Faktisk betalingsdato,Betalingsstatus,Dager forsinket,Betalingsbetingelser,INCOTERMS,Kontrakttype,Leverandørkategori,Gj.snitt dager forsinket (leverandør),Antall fakturaer (leverandør),Risikokategori leverandør
FAK-0515,LEV-001,24100,2024-07-22,2024-10-20,2024-10-18,Betalt,0,Netto 90,CIF,Enkeltkontrakt,Transport,7.4,36,Medium
FAK-0516,LEV-030,427500,2024-07-23,2024-08-02,2024-09-02,Forsinket,31,Netto 10,CPT,Rammeavtale,Konsulenttjenester,10.3,17,Høy
FAK-0517,LEV-014,499300,2024-07-25,2024-09-08,2024-09-02,Betalt,0,Netto 45,DAP,Rammeavtale,IT,4.4,29,Medium
FAK-0518,LEV-040,144100,2024-07-25,2024-08-24,2024-08-18,Betalt,0,Netto 30,CIF,Enkeltkontrakt,Vedlikehold,12.6,19,Høy
FAK-0519,LEV-013,450100,2024-07-26,2024-08-05,2024-08-05,Betalt,0,Netto 10,CPT,Enkeltkontrakt,Konsulenttjenester,1.8,18,Lav
FAK-0520,LEV-005,602000,2024-07-26,2024-08-25,2024-08-24,Betalt,0,Netto 30,CFR,Rammeavtale,IT,7.4,33,Medium
FAK-0521,LEV-038,94600,2024-07-27,2024-10-25,2024-12-22,Forsinket,58,Netto 90,FOB,Rammeavtale,Energi,16.6,44,Høy
FAK-0522,LEV-026,112500,2024-07-28,2024-08-27,2024-09-26,Forsinket,30,Netto 30,CIP,Åpen anbudskonkurranse,IT,2.3,37,Medium
FAK-0523,LEV-023,8800,2024-07-29,2024-09-27,2024-09-26,Betalt,0,Netto 60,CFR,Åpen anbudskonkurranse,Transport,14.2,21,Høy
FAK-0524,LEV-038,216200,2024-08-01,2024-10-30,2024-11-21,Forsinket,22,Netto 90,FOB,Rammeavtale,Energi,16.6,44,Høy
FAK-0525,LEV-017,229100,2024-08-01,2024-09-30,2024-11-02,Forsinket,33,Netto 60,DPU,Åpen anbudskonkurranse,IT,18.9,41,Høy
FAK-0526,LEV-028,147500,2024-08-02,2024-08-16,2024-08-11,Betalt,0,Netto 14,EXW,Minikonkurranse,Vedlikehold,2.1,32,Medium
FAK-0527,LEV-010,1100,2024-08-02,2024-08-12,2024-09-10,Forsinket,29,Netto 10,DAP,Rammeavtale,Forbruksmateriell,17.0,43,Høy
FAK-0528,LEV-014,616500,2024-08-02,2024-10-01,2024-10-25,Forsinket,24,Netto 60,EXW,Rammeavtale,IT,4.4,29,Medium
FAK-0529,LEV-028,122700,2024-08-02,2024-08-16,2024-08-12,Betalt,0,Netto 14,DDP,Minikonkurranse,Vedlikehold,2.1,32,Medium
FAK-0530,LEV-013,574100,2024-08-04,2024-08-14,2024-08-13,Betalt,0,Netto 10,CPT,Enkeltkontrakt,Konsulenttjenester,1.8,18,Lav
FAK-0531,LEV-001,9500,2024-08-05,2024-11-03,2024-11-23,Forsinket,20,Netto 90,CIP,Enkeltkontrakt,Transport,7.4,36,Medium
FAK-0532,LEV-040,52300,2024-08-05,2024-09-04,2024-08-30,Betalt,0,Netto 30,CIF,Enkeltkontrakt,Vedlikehold,12.6,19,Høy
FAK-0533,LEV-038,204900,2024-08-05,2024-11-03,2024-10-24,Betalt,0,Netto 90,FOB,Rammeavtale,Energi,16.6,44,Høy
FAK-0534,LEV-002,26900,2024-08-06,2024-10-05,2024-10-04,Betalt,0,Netto 60,CIF,Rammeavtale,Renhold,11.1,23,Høy
FAK-0535,LEV-037,591300,2024-08-07,2024-08-17,2024-10-01,Forsinket,45,Netto 10,DDP,Rammeavtale,Konsulenttjenester,25.2,14,Kritisk
FAK-0536,LEV-029,500800,2024-08-08,2024-11-06,2024-11-28,Forsinket,22,Netto 90,CIP,Rammeavtale,Bygg,3.5,8,Medium
FAK-0537,LEV-034,1186600,2024-08-08,2024-08-18,2024-08-17,Betalt,0,Netto 10,DAP,Åpen anbudskonkurranse,Bygg,2.2,32,Medium
FAK-0538,LEV-012,231900,2024-08-09,2024-10-08,2024-11-20,Forsinket,43,Netto 60,DDP,Minikonkurranse,Konsulenttjenester,16.8,48,Høy
FAK-0539,LEV-019,338100,2024-08-10,2024-08-24,2024-10-07,Forsinket,44,Netto 14,CPT,Minikonkurranse,IT,13.9,32,Høy
FAK-0540,LEV-040,17200,2024-08-10,2024-09-09,2024-08-31,Betalt,0,Netto 30,CIF,Enkeltkontrakt,Vedlikehold,12.6,19,Høy
FAK-0541,LEV-033,191800,2024-08-13,2024-08-23,2024-08-14,Betalt,0,Netto 10,CFR,Rammeavtale,Konsulenttjenester,12.4,12,Høy
FAK-0542,LEV-023,113000,2024-08-14,2024-10-13,2024-10-07,Betalt,0,Netto 60,CFR,Åpen anbudskonkurranse,Transport,14.2,21,Høy
FAK-0543,LEV-030,297900,2024-08-15,2024-08-25,2024-08-22,Betalt,0,Netto 10,FCA,Rammeavtale,Konsulenttjenester,10.3,17,Høy
FAK-0544,LEV-003,532000,2024-08-16,2024-11-14,2024-11-10,Betalt,0,Netto 90,FOB,Åpen anbudskonkurranse,IT,6.3,36,Medium
FAK-0545,LEV-038,187300,2024-08-19,2024-11-17,2024-11-11,Betalt,0,Netto 90,FOB,Rammeavtale,Energi,16.6,44,Høy
FAK-0546,LEV-018,50000,2024-08-20,2024-08-30,2024-09-30,Forsinket,31,Netto 10,CFR,Rammeavtale,Renhold,14.1,15,Høy
FAK-0547,LEV-002,6600,2024-08-21,2024-10-20,2024-10-10,Betalt,0,Netto 60,CIF,Rammeavtale,Renhold,11.1,23,Høy
FAK-0548,LEV-010,12200,2024-08-25,2024-09-04,2024-09-04,Betalt,0,Netto 10,DDP,Rammeavtale,Forbruksmateriell,17.0,43,Høy
FAK-0549,LEV-020,283800,2024-08-25,2024-11-23,2024-11-17,Betalt,0,Netto 90,DDP,Åpen anbudskonkurranse,Energi,4.0,13,Medium
FAK-0550,LEV-022,96700,2024-08-27,2024-09-10,2024-09-09,Betalt,0,Netto 14,EXW,Minikonkurranse,Transport,19.1,18,Høy
FAK-0551,LEV-014,698700,2024-08-27,2024-10-26,2024-10-20,Betalt,0,Netto 60,EXW,Rammeavtale,IT,4.4,29,Medium
FAK-0552,LEV-024,74400,2024-08-27,2024-09-06,2024-10-07,Forsinket,31,Netto 10,DPU,Åpen anbudskonkurranse,Vedlikehold,14.4,28,Høy
FAK-0553,LEV-015,943900,2024-08-28,2024-09-07,2024-09-04,Betalt,0,Netto 10,CPT,Rammeavtale,Bygg,1.3,35,Lav
FAK-0554,LEV-007,460800,2024-08-28,2024-09-27,2024-09-18,Betalt,0,Netto 30,CIP,Rammeavtale,IT,14.7,25,Høy
FAK-0555,LEV-028,74900,2024-09-01,2024-09-15,2024-09-06,Betalt,0,Netto 14,DDP,Minikonkurranse,Vedlikehold,2.1,32,Medium
FAK-0556,LEV-026,605600,2024-09-03,2024-10-03,2024-10-13,Forsinket,10,Netto 30,CIP,Åpen anbudskonkurranse,IT,2.3,37,Medium
FAK-0557,LEV-002,5100,2024-09-03,2024-11-02,2024-10-29,Betalt,0,Netto 60,EXW,Rammeavtale,Renhold,11.1,23,Høy
FAK-0558,LEV-003,412400,2024-09-04,2024-12-03,2024-11-27,Betalt,0,Netto 90,CIP,Åpen anbudskonkurranse,IT,6.3,36,Medium
FAK-0559,LEV-032,261300,2024-09-04,2024-09-18,2024-11-12,Forsinket,55,Netto 14,DAP,Åpen anbudskonkurranse,Bygg,9.6,26,Medium
FAK-0560,LEV-015,202700,2024-09-04,2024-10-04,2024-09-30,Betalt,0,Netto 30,CPT,Rammeavtale,Bygg,1.3,35,Lav
FAK-0561,LEV-026,587200,2024-09-04,2024-10-04,2024-10-03,Betalt,0,Netto 30,CIP,Åpen anbudskonkurranse,IT,2.3,37,Medium
FAK-0562,LEV-037,127600,2024-09-04,2024-12-03,2025-01-25,Forsinket,53,Netto 90,DAP,Rammeavtale,Konsulenttjenester,25.2,14,Kritisk
FAK-0563,LEV-039,22800,2024-09-07,2024-11-06,2024-10-29,Betalt,0,Netto 60,DPU,Enkeltkontrakt,Transport,9.4,8,Medium
FAK-0564,LEV-026,232500,2024-09-08,2024-10-08,2024-10-01,Betalt,0,Netto 30,CIP,Åpen anbudskonkurranse,IT,2.3,37,Medium
FAK-0565,LEV-002,44000,2024-09-08,2024-11-07,2024-11-02,Betalt,0,Netto 60,CIF,Rammeavtale,Renhold,11.1,23,Høy
FAK-0566,LEV-037,297900,2024-09-08,2024-09-18,2024-09-11,Betalt,0,Netto 10,DDP,Rammeavtale,Konsulenttjenester,25.2,14,Kritisk
FAK-0567,LEV-024,36700,2024-09-09,2024-09-19,2024-10-12,Forsinket,23,Netto 10,CIF,Åpen anbudskonkurranse,Vedlikehold,14.4,28,Høy
FAK-0568,LEV-011,47900,2024-09-09,2024-09-23,2024-10-22,Forsinket,29,Netto 14,FAS,Enkeltkontrakt,Renhold,12.2,17,Høy
FAK-0569,LEV-010,21500,2024-09-12,2024-09-22,2024-10-30,Forsinket,38,Netto 10,DDP,Rammeavtale,Forbruksmateriell,17.0,43,Høy
FAK-0570,LEV-002,22800,2024-09-14,2024-11-13,2024-11-03,Betalt,0,Netto 60,CIF,Rammeavtale,Renhold,11.1,23,Høy
FAK-0571,LEV-032,1367100,2024-09-15,2024-09-29,2024-10-23,Forsinket,24,Netto 14,DAP,Åpen anbudskonkurranse,Bygg,9.6,26,Medium
FAK-0572,LEV-011,29100,2024-09-15,2024-10-30,2024-10-24,Betalt,0,Netto 45,FAS,Enkeltkontrakt,Renhold,12.2,17,Høy
FAK-0573,LEV-011,47500,2024-09-15,2024-10-30,2024-12-07,Forsinket,38,Netto 45,FAS,Enkeltkontrakt,Renhold,12.2,17,Høy
FAK-0574,LEV-019,139300,2024-09-16,2024-09-30,2024-11-16,Forsinket,47,Netto 14,CPT,Minikonkurranse,IT,13.9,32,Høy
FAK-0575,LEV-012,55400,2024-09-16,2024-12-15,2025-02-05,Forsinket,52,Netto 90,DDP,Minikonkurranse,Konsulenttjenester,16.8,48,Høy
FAK-0576,LEV-002,37700,2024-09-16,2024-11-15,2024-11-07,Betalt,0,Netto 60,CIF,Rammeavtale,Renhold,11.1,23,Høy
FAK-0577,LEV-002,44000,2024-09-17,2024-11-16,2025-01-01,Forsinket,46,Netto 60,CIF,Rammeavtale,Renhold,11.1,23,Høy
FAK-0578,LEV-033,546100,2024-09-24,2024-10-04,2024-09-25,Betalt,0,Netto 10,CIF,Rammeavtale,Konsulenttjenester,12.4,12,Høy
FAK-0579,LEV-005,416800,2024-09-27,2024-10-27,2024-10-18,Betalt,0,Netto 30,CFR,Rammeavtale,IT,7.4,33,Medium
FAK-0580,LEV-035,360900,2024-09-27,2024-12-26,2024-12-29,Forsinket,3,Netto 90,CPT,Minikonkurranse,Konsulenttjenester,22.9,11,Høy
FAK-0581,LEV-009,113400,2024-09-27,2024-11-11,2024-11-07,Betalt,0,Netto 45,FOB,Enkeltkontrakt,Transport,3.0,39,Medium
FAK-0582,LEV-004,741000,2024-10-01,2024-12-30,2025-01-13,Forsinket,14,Netto 90,DAP,Enkeltkontrakt,IT,14.8,38,Høy
FAK-0583,LEV-005,172500,2024-10-03,2024-10-13,2024-10-08,Betalt,0,Netto 10,CFR,Rammeavtale,IT,7.4,33,Medium
FAK-0584,LEV-038,193100,2024-10-04,2025-01-02,2025-02-14,Forsinket,43,Netto 90,DDP,Rammeavtale,Energi,16.6,44,Høy
FAK-0585,LEV-003,138000,2024-10-04,2025-01-02,2025-01-29,Forsinket,27,Netto 90,FOB,Åpen anbudskonkurranse,IT,6.3,36,Medium
FAK-0586,LEV-009,39200,2024-10-07,2024-11-21,2024-11-15,Betalt,0,Netto 45,FOB,Enkeltkontrakt,Transport,3.0,39,Medium
FAK-0587,LEV-011,47400,2024-10-08,2024-10-22,2024-11-13,Forsinket,22,Netto 14,CIF,Enkeltkontrakt,Renhold,12.2,17,Høy
FAK-0588,LEV-026,168400,2024-10-10,2024-11-09,2024-11-03,Betalt,0,Netto 30,FCA,Åpen anbudskonkurranse,IT,2.3,37,Medium
FAK-0589,LEV-005,692800,2024-10-14,2024-10-24,2024-12-11,Forsinket,48,Netto 10,DAP,Rammeavtale,IT,7.4,33,Medium
FAK-0590,LEV-026,599900,2024-10-14,2024-11-13,2024-11-09,Betalt,0,Netto 30,FCA,Åpen anbudskonkurranse,IT,2.3,37,Medium
FAK-0591,LEV-023,46000,2024-10-15,2024-12-14,2024-12-09,Betalt,0,Netto 60,CFR,Åpen anbudskonkurranse,Transport,14.2,21,Høy
FAK-0592,LEV-019,161300,2024-10-15,2024-10-29,2024-10-26,Betalt,0,Netto 14,FOB,Minikonkurranse,IT,13.9,32,Høy
FAK-0593,LEV-022,24200,2024-10-16,2024-10-30,2024-10-20,Betalt,0,Netto 14,EXW,Minikonkurranse,Transport,19.1,18,Høy
FAK-0594,LEV-013,379500,2024-10-19,2024-10-29,2024-10-27,Betalt,0,Netto 10,CPT,Enkeltkontrakt,Konsulenttjenester,1.8,18,Lav
FAK-0595,LEV-007,358000,2024-10-19,2024-11-18,2024-11-12,Betalt,0,Netto 30,CIP,Rammeavtale,IT,14.7,25,Høy
FAK-0596,LEV-029,702400,2024-10-19,2025-01-17,2025-01-23,Forsinket,6,Netto 90,CIP,Rammeavtale,Bygg,3.5,8,Medium
FAK-0597,LEV-015,601900,2024-10-20,2024-11-19,2024-11-19,Betalt,0,Netto 30,FAS,Rammeavtale,Bygg,1.3,35,Lav
FAK-0598,LEV-012,556800,2024-10-20,2024-12-19,2024-12-14,Betalt,0,Netto 60,DDP,Minikonkurranse,Konsulenttjenester,16.8,48,Høy
FAK-0599,LEV-016,1316300,2024-10-21,2024-12-20,2024-12-13,Betalt,0,Netto 60,CIF,Minikonkurranse,Bygg,2.5,28,Medium
FAK-0600,LEV-003,134700,2024-10-21,2025-01-19,2025-01-18,Betalt,0,Netto 90,FOB,Åpen anbudskonkurranse,IT,6.3,36,Medium
FAK-0601,LEV-029,1041400,2024-10-23,2025-01-21,2025-01-18,Betalt,0,Netto 90,CIP,Rammeavtale,Bygg,3.5,8,Medium
FAK-0602,LEV-008,20600,2024-10-23,2024-11-22,2024-11-14,Betalt,0,Netto 30,DAP,Rammeavtale,Renhold,13.8,12,Høy
FAK-0603,LEV-037,141200,2024-10-24,2024-11-03,2024-11-01,Betalt,0,Netto 10,DDP,Rammeavtale,Konsulenttjenester,25.2,14,Kritisk
FAK-0604,LEV-012,561300,2024-10-25,2025-01-23,2025-02-14,Forsinket,22,Netto 90,CFR,Minikonkurranse,Konsulenttjenester,16.8,48,Høy
FAK-0605,LEV-036,78200,2024-10-26,2024-11-25,2024-11-21,Betalt,0,Netto 30,DPU,Enkeltkontrakt,Konsulenttjenester,6.1,30,Medium
FAK-0606,LEV-016,1315800,2024-10-29,2024-12-28,2024-12-23,Betalt,0,Netto 60,CIF,Minikonkurranse,Bygg,2.5,28,Medium
FAK-0607,LEV-009,19400,2024-10-29,2024-12-13,2024-12-09,Betalt,0,Netto 45,DAP,Enkeltkontrakt,Transport,3.0,39,Medium
FAK-0608,LEV-012,446000,2024-10-30,2025-01-28,2025-02-26,Forsinket,29,Netto 90,DDP,Minikonkurranse,Konsulenttjenester,16.8,48,Høy
FAK-0609,LEV-016,293900,2024-10-30,2024-12-29,2024-12-22,Betalt,0,Netto 60,CIF,Minikonkurranse,Bygg,2.5,28,Medium
FAK-0610,LEV-039,25400,2024-10-31,2024-12-30,2024-12-26,Betalt,0,Netto 60,DPU,Enkeltkontrakt,Transport,9.4,8,Medium
FAK-0611,LEV-012,186800,2024-10-31,2025-01-29,2025-01-25,Betalt,0,Netto 90,CFR,Minikonkurranse,Konsulenttjenester,16.8,48,Høy
FAK-0612,LEV-017,561800,2024-11-01,2024-11-15,2024-11-12,Betalt,0,Netto 14,DPU,Åpen anbudskonkurranse,IT,18.9,41,Høy
FAK-0613,LEV-010,23500,2024-11-01,2024-11-11,2024-11-07,Betalt,0,Netto 10,DDP,Rammeavtale,Forbruksmateriell,17.0,43,Høy
FAK-0614,LEV-023,33200,2024-11-02,2025-01-01,2025-01-24,Forsinket,23,Netto 60,CFR,Åpen anbudskonkurranse,Transport,14.2,21,Høy
FAK-0615,LEV-012,425000,2024-11-03,2025-02-01,2025-03-01,Forsinket,28,Netto 90,CFR,Minikonkurranse,Konsulenttjenester,16.8,48,Høy
FAK-0616,LEV-012,428300,2024-11-05,2025-01-04,2025-01-04,Betalt,0,Netto 60,DDP,Minikonkurranse,Konsulenttjenester,16.8,48,Høy
FAK-0617,LEV-002,30100,2024-11-07,2025-01-06,2025-01-15,Forsinket,9,Netto 60,EXW,Rammeavtale,Renhold,11.1,23,Høy
FAK-0618,LEV-005,668800,2024-11-10,2024-11-20,2024-11-18,Betalt,0,Netto 10,DAP,Rammeavtale,IT,7.4,33,Medium
FAK-0619,LEV-014,616800,2024-11-10,2024-12-25,2024-12-16,Betalt,0,Netto 45,EXW,Rammeavtale,IT,4.4,29,Medium
FAK-0620,LEV-019,411900,2024-11-11,2024-11-25,2025-01-20,Forsinket,56,Netto 14,FOB,Minikonkurranse,IT,13.9,32,Høy
FAK-0621,LEV-031,561300,2024-11-12,2025-01-11,2025-01-01,Betalt,0,Netto 60,CFR,Åpen anbudskonkurranse,IT,12.9,17,Høy
FAK-0622,LEV-002,49800,2024-11-13,2025-01-12,2025-01-10,Betalt,0,Netto 60,CIF,Rammeavtale,Renhold,11.1,23,Høy
FAK-0623,LEV-014,108600,2024-11-15,2024-12-30,2024-12-21,Betalt,0,Netto 45,FOB,Rammeavtale,IT,4.4,29,Medium
FAK-0624,LEV-017,600800,2024-11-17,2024-12-01,2024-12-07,Forsinket,6,Netto 14,DPU,Åpen anbudskonkurranse,IT,18.9,41,Høy
FAK-0625,LEV-030,222000,2024-11-18,2024-11-28,2024-11-23,Betalt,0,Netto 10,FCA,Rammeavtale,Konsulenttjenester,10.3,17,Høy
FAK-0626,LEV-028,109300,2024-11-19,2024-12-03,2024-11-25,Betalt,0,Netto 14,DDP,Minikonkurranse,Vedlikehold,2.1,32,Medium
FAK-0627,LEV-015,311900,2024-11-20,2024-12-20,2024-12-12,Betalt,0,Netto 30,FAS,Rammeavtale,Bygg,1.3,35,Lav
FAK-0628,LEV-038,107900,2024-11-21,2025-02-19,2025-02-24,Forsinket,5,Netto 90,DDP,Rammeavtale,Energi,16.6,44,Høy
FAK-0629,LEV-004,698700,2024-11-24,2025-02-22,2025-02-14,Betalt,0,Netto 90,DPU,Enkeltkontrakt,IT,14.8,38,Høy
FAK-0630,LEV-032,1499600,2024-11-26,2024-12-10,2024-12-06,Betalt,0,Netto 14,DAP,Åpen anbudskonkurranse,Bygg,9.6,26,Medium
FAK-0631,LEV-008,11600,2024-11-28,2024-12-28,2024-12-20,Betalt,0,Netto 30,DAP,Rammeavtale,Renhold,13.8,12,Høy
FAK-0632,LEV-016,1013000,2024-12-01,2025-01-30,2025-01-21,Betalt,0,Netto 60,CIF,Minikonkurranse,Bygg,2.5,28,Medium
FAK-0633,LEV-005,260000,2024-12-02,2025-01-01,2024-12-24,Betalt,0,Netto 30,DAP,Rammeavtale,IT,7.4,33,Medium
FAK-0634,LEV-025,59000,2024-12-03,2024-12-13,2025-01-27,Forsinket,45,Netto 10,FCA,Enkeltkontrakt,Transport,10.3,18,Høy
FAK-0635,LEV-021,1117800,2024-12-04,2025-01-03,2024-12-31,Betalt,0,Netto 30,CFR,Enkeltkontrakt,Bygg,2.4,5,Medium
FAK-0636,LEV-001,96200,2024-12-04,2025-03-04,2025-03-01,Betalt,0,Netto 90,CIF,Enkeltkontrakt,Transport,7.4,36,Medium
FAK-0637,LEV-004,750600,2024-12-05,2025-03-05,2025-04-28,Forsinket,54,Netto 90,DPU,Enkeltkontrakt,IT,14.8,38,Høy
FAK-0638,LEV-013,300200,2024-12-05,2024-12-15,2024-12-15,Betalt,0,Netto 10,CPT,Enkeltkontrakt,Konsulenttjenester,1.8,18,Lav
FAK-0639,LEV-019,420000,2024-12-07,2024-12-21,2024-12-22,Forsinket,1,Netto 14,FOB,Minikonkurranse,IT,13.9,32,Høy
FAK-0640,LEV-027,770000,2024-12-08,2024-12-18,2024-12-14,Betalt,0,Netto 10,CPT,Åpen anbudskonkurranse,IT,3.2,14,Medium
FAK-0641,LEV-038,61400,2024-12-10,2025-03-10,2025-03-24,Forsinket,14,Netto 90,DDP,Rammeavtale,Energi,16.6,44,Høy
FAK-0642,LEV-040,93800,2024-12-12,2025-01-11,2025-03-07,Forsinket,55,Netto 30,CIF,Enkeltkontrakt,Vedlikehold,12.6,19,Høy
FAK-0643,LEV-032,1322500,2024-12-13,2025-01-12,2025-01-05,Betalt,0,Netto 30,DAP,Åpen anbudskonkurranse,Bygg,9.6,26,Medium
FAK-0644,LEV-032,731700,2024-12-13,2025-01-12,2025-01-25,Forsinket,13,Netto 30,DAP,Åpen anbudskonkurranse,Bygg,9.6,26,Medium
FAK-0645,LEV-010,13300,2024-12-15,2024-12-25,2024-12-20,Betalt,0,Netto 10,DAP,Rammeavtale,Forbruksmateriell,17.0,43,Høy
FAK-0646,LEV-005,434200,2024-12-15,2024-12-25,2024-12-22,Betalt,0,Netto 10,DAP,Rammeavtale,IT,7.4,33,Medium
FAK-0647,LEV-019,146400,2024-12-16,2024-12-30,2024-12-25,Betalt,0,Netto 14,FAS,Minikonkurranse,IT,13.9,32,Høy
FAK-0648,LEV-009,19200,2024-12-18,2025-02-01,2025-01-31,Betalt,0,Netto 45,DAP,Enkeltkontrakt,Transport,3.0,39,Medium
FAK-0649,LEV-038,166300,2024-12-20,2025-03-20,2025-03-28,Forsinket,8,Netto 90,DDP,Rammeavtale,Energi,16.6,44,Høy
FAK-0650,LEV-004,517600,2024-12-20,2025-03-20,2025-03-10,Betalt,0,Netto 90,DAP,Enkeltkontrakt,IT,14.8,38,Høy
FAK-0651,LEV-038,183800,2024-12-21,2025-03-21,2025-03-18,Betalt,0,Netto 90,FOB,Rammeavtale,Energi,16.6,44,Høy
FAK-0652,LEV-023,50600,2024-12-21,2025-02-19,2025-04-06,Forsinket,46,Netto 60,CFR,Åpen anbudskonkurranse,Transport,14.2,21,Høy
FAK-0653,LEV-001,94700,2024-12-21,2025-03-21,2025-03-19,Betalt,0,Netto 90,CIF,Enkeltkontrakt,Transport,7.4,36,Medium
FAK-0654,LEV-011,3100,2024-12-23,2025-01-06,2025-01-06,Betalt,0,Netto 14,FAS,Enkeltkontrakt,Renhold,12.2,17,Høy
FAK-0655,LEV-028,120400,2024-12-23,2025-01-06,2025-01-05,Betalt,0,Netto 14,DDP,Minikonkurranse,Vedlikehold,2.1,32,Medium
FAK-0656,LEV-034,411100,2024-12-24,2025-01-07,2025-02-16,Forsinket,40,Netto 14,CPT,Åpen anbudskonkurranse,Bygg,2.2,32,Medium
FAK-0657,LEV-036,389000,2024-12-26,2025-02-24,2025-02-17,Betalt,0,Netto 60,DPU,Enkeltkontrakt,Konsulenttjenester,6.1,30,Medium
FAK-0658,LEV-032,906800,2024-12-28,2025-01-11,2025-01-01,Betalt,0,Netto 14,DAP,Åpen anbudskonkurranse,Bygg,9.6,26,Medium
FAK-0659,LEV-010,14700,2024-12-30,2025-01-09,2025-01-01,Betalt,0,Netto 10,DAP,Rammeavtale,Forbruksmateriell,17.0,43,Høy
FAK-0660,LEV-026,693500,2024-12-31,2025-01-30,2025-01-24,Betalt,0,Netto 30,CIP,Åpen anbudskonkurranse,IT,2.3,37,Medium
FAK-0661,LEV-031,754500,2025-01-04,2025-03-05,2025-05-01,Forsinket,57,Netto 60,EXW,Åpen anbudskonkurranse,IT,12.9,17,Høy
FAK-0662,LEV-017,253600,2025-01-04,2025-03-05,2025-02-23,Betalt,0,Netto 60,EXW,Åpen anbudskonkurranse,IT,18.9,41,Høy
FAK-0663,LEV-012,544000,2025-01-05,2025-04-05,2025-06-03,Forsinket,59,Netto 90,CFR,Minikonkurranse,Konsulenttjenester,16.8,48,Høy
FAK-0664,LEV-038,20400,2025-01-05,2025-04-05,2025-04-21,Forsinket,16,Netto 90,DDP,Rammeavtale,Energi,16.6,44,Høy
FAK-0665,LEV-001,90700,2025-01-06,2025-04-06,2025-04-03,Betalt,0,Netto 90,CIP,Enkeltkontrakt,Transport,7.4,36,Medium
FAK-0666,LEV-013,304300,2025-01-06,2025-01-16,2025-01-14,Betalt,0,Netto 10,CPT,Enkeltkontrakt,Konsulenttjenester,1.8,18,Lav
FAK-0667,LEV-038,253200,2025-01-07,2025-04-07,2025-03-30,Betalt,0,Netto 90,FOB,Rammeavtale,Energi,16.6,44,Høy
FAK-0668,LEV-010,22400,2025-01-08,2025-01-18,2025-01-11,Betalt,0,Netto 10,DDP,Rammeavtale,Forbruksmateriell,17.0,43,Høy
FAK-0669,LEV-011,8000,2025-01-09,2025-02-23,2025-03-27,Forsinket,32,Netto 45,CIF,Enkeltkontrakt,Renhold,12.2,17,Høy
FAK-0670,LEV-023,12300,2025-01-09,2025-03-10,2025-04-07,Forsinket,28,Netto 60,CFR,Åpen anbudskonkurranse,Transport,14.2,21,Høy
FAK-0671,LEV-019,569900,2025-01-09,2025-01-23,2025-01-29,Forsinket,6,Netto 14,CPT,Minikonkurranse,IT,13.9,32,Høy
FAK-0672,LEV-006,111300,2025-01-10,2025-01-20,2025-03-12,Forsinket,51,Netto 10,CIF,Minikonkurranse,Energi,12.3,28,Høy
FAK-0673,LEV-017,773100,2025-01-11,2025-01-25,2025-02-10,Forsinket,16,Netto 14,CFR,Åpen anbudskonkurranse,IT,18.9,41,Høy
FAK-0674,LEV-018,4200,2025-01-12,2025-01-22,2025-02-13,Forsinket,22,Netto 10,CFR,Rammeavtale,Renhold,14.1,15,Høy
FAK-0675,LEV-021,508200,2025-01-12,2025-02-11,2025-02-08,Betalt,0,Netto 30,CFR,Enkeltkontrakt,Bygg,2.4,5,Medium
FAK-0676,LEV-035,182000,2025-01-13,2025-04-13,2025-04-07,Betalt,0,Netto 90,CPT,Minikonkurranse,Konsulenttjenester,22.9,11,Høy
FAK-0677,LEV-009,66800,2025-01-15,2025-03-01,2025-02-19,Betalt,0,Netto 45,DAP,Enkeltkontrakt,Transport,3.0,39,Medium
FAK-0678,LEV-032,924000,2025-01-17,2025-01-31,2025-03-07,Forsinket,35,Netto 14,DAP,Åpen anbudskonkurranse,Bygg,9.6,26,Medium
FAK-0679,LEV-006,218500,2025-01-18,2025-01-28,2025-01-22,Betalt,0,Netto 10,CFR,Minikonkurranse,Energi,12.3,28,Høy
FAK-0680,LEV-005,327300,2025-01-19,2025-02-18,2025-02-08,Betalt,0,Netto 30,DAP,Rammeavtale,IT,7.4,33,Medium
FAK-0681,LEV-009,89600,2025-01-20,2025-03-06,2025-03-09,Forsinket,3,Netto 45,FOB,Enkeltkontrakt,Transport,3.0,39,Medium
FAK-0682,LEV-022,74400,2025-01-21,2025-02-04,2025-02-20,Forsinket,16,Netto 14,EXW,Minikonkurranse,Transport,19.1,18,Høy
FAK-0683,LEV-034,308400,2025-01-22,2025-02-05,2025-01-29,Betalt,0,Netto 14,DAP,Åpen anbudskonkurranse,Bygg,2.2,32,Medium
FAK-0684,LEV-036,233400,2025-01-23,2025-03-24,2025-03-20,Betalt,0,Netto 60,DPU,Enkeltkontrakt,Konsulenttjenester,6.1,30,Medium
FAK-0685,LEV-010,27200,2025-01-23,2025-02-02,2025-04-01,Forsinket,58,Netto 10,DAP,Rammeavtale,Forbruksmateriell,17.0,43,Høy
FAK-0686,LEV-036,503900,2025-01-23,2025-02-22,2025-03-24,Forsinket,30,Netto 30,DPU,Enkeltkontrakt,Konsulenttjenester,6.1,30,Medium
